losses,l1s,ltvs
1.2700481414794922,0.8902064561843872,0.379841685295105
1.2679530382156372,0.8880873918533325,0.3798656165599823
1.2524172067642212,0.8831028342247009,0.3693143427371979
1.239832878112793,0.881675124168396,0.35815778374671936
1.2298688888549805,0.8839877843856812,0.34588104486465454
1.2306945323944092,0.8768798112869263,0.3538147509098053
1.2143422365188599,0.8752910494804382,0.33905118703842163
1.213226318359375,0.8707306385040283,0.3424956202507019
1.1984683275222778,0.8706299066543579,0.3278384208679199
1.1914992332458496,0.8673629760742188,0.32413625717163086
1.1845874786376953,0.8654199838638306,0.31916746497154236
1.1724660396575928,0.8625830411911011,0.3098830580711365
1.16267728805542,0.8564308285713196,0.30624648928642273
1.1618852615356445,0.8565145134925842,0.3053708076477051
1.1470565795898438,0.8531860113143921,0.2938705086708069
1.1468113660812378,0.8523996472358704,0.2944117486476898
1.137823224067688,0.8503605723381042,0.28746265172958374
1.1310393810272217,0.8475250601768494,0.28351426124572754
1.12891685962677,0.8468820452690125,0.28203481435775757
1.1200001239776611,0.8429160714149475,0.277084082365036
1.1130083799362183,0.8406772017478943,0.272331178188324
1.11061692237854,0.8427707552909851,0.26784616708755493
1.1031553745269775,0.8403372168540955,0.2628180980682373
1.0911790132522583,0.8328149914741516,0.2583639919757843
1.0883272886276245,0.834628701210022,0.25369858741760254
1.0843505859375,0.8334459066390991,0.2509046792984009
1.0771387815475464,0.8305242657661438,0.24661454558372498
1.073230504989624,0.8271445035934448,0.24608604609966278
1.0633833408355713,0.8243513107299805,0.2390320897102356
1.064929485321045,0.8271929025650024,0.23773659765720367
1.0539894104003906,0.8240544199943542,0.2299349308013916
1.054117202758789,0.821743905544281,0.23237328231334686
1.0450081825256348,0.8216402530670166,0.22336798906326294
1.0445878505706787,0.820844829082489,0.22374296188354492
1.0330075025558472,0.8146792650222778,0.21832826733589172
1.0283879041671753,0.8102628588676453,0.2181250900030136
1.0308191776275635,0.8110415935516357,0.2197776436805725
1.0248668193817139,0.8127167224884033,0.21215003728866577
1.0148990154266357,0.8083805441856384,0.20651847124099731
1.0140995979309082,0.807367742061615,0.20673179626464844
1.0112459659576416,0.8046812415122986,0.20656469464302063
1.0080857276916504,0.8014231324195862,0.2066626399755478
0.9993706941604614,0.7975903749465942,0.201780304312706
1.002915859222412,0.8032543659210205,0.19966155290603638
0.9998588562011719,0.8009257912635803,0.19893307983875275
0.9936289191246033,0.7985806465148926,0.1950482875108719
0.9906665086746216,0.7982102036476135,0.19245633482933044
0.9862546324729919,0.7958742380142212,0.19038039445877075
0.9807265996932983,0.7914040684700012,0.1893225610256195
0.9796912670135498,0.7925281524658203,0.1871630996465683
0.9731447696685791,0.7900639772415161,0.1830807626247406
0.975270688533783,0.7922287583351135,0.18304194509983063
0.9709673523902893,0.791004478931427,0.1799628883600235
0.9663184881210327,0.7864965796470642,0.1798219382762909
0.9661133289337158,0.7894253730773926,0.17668795585632324
0.9577469825744629,0.7809283137321472,0.17681869864463806
0.9569995999336243,0.7805188894271851,0.1764807254076004
0.9542213678359985,0.7818772196769714,0.1723441481590271
0.9548572301864624,0.7806306481361389,0.1742265671491623
0.9485754370689392,0.7794232964515686,0.1691521406173706
0.9472991228103638,0.7765091061592102,0.17078998684883118
0.94455885887146,0.7776070237159729,0.16695185005664825
0.9415207505226135,0.7748375535011292,0.16668321192264557
0.9385063648223877,0.7722986936569214,0.1662076860666275
0.9361886978149414,0.7738310694694519,0.1623576432466507
0.9375910758972168,0.7725446820259094,0.16504637897014618
0.9349773526191711,0.7751672267913818,0.1598101407289505
0.9327980279922485,0.7722451090812683,0.16055293381214142
0.9323842525482178,0.7726373076438904,0.1597469449043274
0.9285537004470825,0.7704910039901733,0.15806272625923157
0.9266753196716309,0.7678083777427673,0.1588669717311859
0.9211254119873047,0.7641830444335938,0.15694239735603333
0.920972466468811,0.7668946385383606,0.15407781302928925
0.9219769239425659,0.7657704949378967,0.1562063992023468
0.9179872274398804,0.7640778422355652,0.15390941500663757
0.9161052107810974,0.7636439800262451,0.1524612307548523
0.9133290648460388,0.7635501623153687,0.14977888762950897
0.9107998609542847,0.7612972855567932,0.14950254559516907
0.9083977937698364,0.7579013705253601,0.1504964530467987
0.9075400233268738,0.7566694617271423,0.15087057650089264
0.9111334085464478,0.7602411508560181,0.1508922427892685
0.9078058004379272,0.757093608379364,0.15071222186088562
